id,source_id,babe_url,lib_url,babe_title,lib_title,title_distance,babe_title_len,lib_title_len,content_distance,babe_content_len,lib_content_len
5192558,,http://www.leeviahan.com/2016/01/ultima-ii-delicate-translucent-face.html,http://www.leeviahan.com/2016/01/ultima-ii-delicate-translucent-face.html,Ultima II Delicate Translucent Face Powder With Moisturizer REVIEW,Beauty Blogger Indonesia by Lee Via Han: Ultima II Delicate Translucent Face Powder With Moisturizer REVIEW,41,66,107,123,5148,5031
5757443,,http://www.jessicaalicia.com/2016/03/review-emina-products-feat-sociolla.html,http://www.jessicaalicia.com/2016/03/review-emina-products-feat-sociolla.html,Review : Emina Products feat. Sociolla,â A BEAUTY BLOG BY JESSICA ALICIA â: Review : Emina Products feat. Sociolla,37,38,75,3104,4116,1449
4637224,,http://beautydoodle.blogspot.com/2015/11/cowstyle-milky-body-soap-floral.html,http://www.beautydoodle.com/2015/11/cowstyle-milky-body-soap-floral.html,Cowstyle Milky Body Soap Floral,Beauty Doodle: Cowstyle Milky Body Soap Floral,15,31,46,312,3900,3599
4634715,,http://feedproxy.google.com/~r/blogspot/racunwarnawarni/~3/ylK0QVu1yuQ/review-wipey-make-up-remover-by-douce.html,http://www.racunwarnawarni.com/2015/11/review-wipey-make-up-remover-by-douce.html,[Review] Wipey Make Up Remover by Douce et Lisse& Silk Worm Cocoon,Racun Warna-Warni: [Review] Wipey Make Up Remover by Douce et Lisse & Silk Worm Cocoon,20,66,86,514,10933,10913
5354786,,http://cheryl-raissa.blogspot.com/2016/01/1-hari-bareng-aku-update-ovale-bedak.html,http://cheryl-raissa.blogspot.com/2016/01/1-hari-bareng-aku-update-ovale-bedak.html,1 hari bareng aku + Update Ovale Bedak Dingin | Cheryl Raissa,1 hari bareng aku + Update Ovale Bedak Dingin,16,61,45,4108,4292,196
5194288,,http://thecurlygirljournal.blogspot.com/2016/01/curly-hair-products-recommendation-part.html,http://www.agnesoryza.com/2016/01/curly-hair-products-recommendation-part.html,Curly Hair Products Recommendation part 2,The Curly Girl Journal: Curly Hair Products Recommendation part 2,24,41,65,182,2514,2670
4648605,,http://defanilla.blogspot.com/2015/11/lovely-review-himalaya-herbals-clear.html,http://www.defanilla.rocks/2015/11/lovely-review-himalaya-herbals-clear.html,Lovely Review: HimalayaHerbals Clear Complexion Whitening Face Srub,Lovely Review: Himalaya Herbals Clear Complexion Whitening Face Scrub,2,67,69,142,3506,3379
5216456,,http://www.girlsweethings.com/2016/01/review-revlon-super-lustrous-lipstick.html,http://www.girlsweethings.com/2016/01/review-revlon-super-lustrous-lipstick.html,Review: Revlon Super Lustrous Lipstick,GIRLSWEETHINGS.COM: Review: Revlon Super Lustrous Lipstick,20,38,58,235,2307,2074
4546188,,http://wind-atree.blogspot.com/2015/11/review-skin-house-essential-cleansing.html,,[Review] The Skin House Essential Cleansing Oil,The Journey,39,47,11,1997,2624,627
5199714,,http://www.natashajs.com/2016/01/faceshopshoneysuckle.html,http://www.natashajs.com/2016/01/faceshopshoneysuckle.html,Review: The Face Shop's Honey Suckle Body Exfoliator,Violet Brush â¢ Indonesian Beauty Blogger: Review: The Face Shop's Honey Suckle Body Exfoliator,42,52,94,322,2195,1875
5222742,,http://www.talkativetya.com/2016/01/-kupas-tuntas-lulur.html,http://www.talkativetya.com/2016/01/-kupas-tuntas-lulur.html,[BEAUTY 101] Kupas Tuntas Semua Tentang Lulur,Talkative Tya,38,45,13,1240,10186,8954
4523239,,http://notonlywear.blogspot.com/2015/11/nightremedy.html,http://notonlywear.blogspot.com/2015/11/nightremedy.html,Night Remedy,Not Only Wear: Night Remedy,15,12,27,289,3118,2986
